Extracting data from yann.lecun.com/exdb/mnist/
Extracting MNIST_data/train-images-idx3-ubyte.gz
Extracting MNIST_data/train-labels-idx1-ubyte.gz
Extracting MNIST_data/t10k-images-idx3-ubyte.gz
Extracting MNIST_data/t10k-labels-idx1-ubyte.gz
Data extracted
step 0, training accuracy 0
step 24900, training accuracy 0.92
step 25000, training accuracy 0.9
step 25100, training accuracy 0.94
step 25200, training accuracy 0.9
step 25300, training accuracy 0.92
step 25400, training accuracy 0.92
step 25500, training accuracy 0.88
step 25600, training accuracy 0.9
step 25700, training accuracy 0.94
step 25800, training accuracy 0.82
step 25900, training accuracy 0.9
step 26000, training accuracy 0.94
step 26100, training accuracy 0.9
step 26200, training accuracy 0.96
step 26300, training accuracy 0.92
step 26400, training accuracy 0.74
step 26500, training accuracy 0.9
step 26600, training accuracy 0.82
step 26700, training accuracy 0.9
step 26800, training accuracy 0.84
step 26900, training accuracy 0.86
step 27000, training accuracy 0.92
step 27100, training accuracy 0.98
step 27200, training accuracy 0.9
step 27300, training accuracy 0.92
step 27400, training accuracy 0.92
step 27500, training accuracy 0.9
step 27600, training accuracy 0.88
step 27700, training accuracy 0.94
step 27800, training accuracy 0.88
step 27900, training accuracy 0.88
step 28000, training accuracy 0.88
step 28100, training accuracy 0.98
step 28200, training accuracy 0.9
step 28300, training accuracy 0.96
step 28400, training accuracy 0.92
step 28500, training accuracy 0.94
step 28600, training accuracy 0.88
step 28700, training accuracy 0.86
step 28800, training accuracy 0.82
step 28900, training accuracy 0.88
step 29000, training accuracy 0.88
step 29100, training accuracy 0.92
step 29200, training accuracy 0.96
step 29300, training accuracy 0.92
step 29400, training accuracy 0.84
step 29500, training accuracy 0.84
step 29600, training accuracy 0.86
step 29700, training accuracy 0.86
step 29800, training accuracy 0.94
step 29900, training accuracy 0.92
step 30000, training accuracy 0.88
Total accuracy: 0.89363128098
step 30100, training accuracy 0.98
step 30200, training accuracy 0.84
step 30300, training accuracy 0.96
step 30400, training accuracy 0.9
step 30500, training accuracy 0.92
step 30600, training accuracy 0.94
step 30700, training accuracy 0.92
step 30800, training accuracy 0.88
step 30900, training accuracy 0.84
step 31000, training accuracy 0.84
step 31100, training accuracy 0.9
step 31200, training accuracy 0.88
step 31300, training accuracy 0.9
step 31400, training accuracy 0.92
step 31500, training accuracy 0.9
step 31600, training accuracy 0.94
step 31700, training accuracy 0.94
step 31800, training accuracy 0.92
step 31900, training accuracy 0.96
step 32000, training accuracy 0.88
step 32100, training accuracy 0.92
step 32200, training accuracy 0.94
step 32300, training accuracy 0.9
step 32400, training accuracy 0.9
step 32500, training accuracy 0.92
step 32600, training accuracy 0.94
step 32700, training accuracy 0.86
step 32800, training accuracy 0.9
step 32900, training accuracy 0.88
step 33000, training accuracy 0.94
step 33100, training accuracy 0.88
step 33200, training accuracy 0.88
step 33300, training accuracy 0.86
step 33400, training accuracy 0.92
step 33500, training accuracy 0.88
step 33600, training accuracy 0.9
step 33700, training accuracy 0.94
step 33800, training accuracy 0.92
step 33900, training accuracy 0.86
step 34000, training accuracy 0.88
step 34100, training accuracy 0.88
step 34200, training accuracy 0.94
step 34300, training accuracy 0.86
step 34400, training accuracy 0.82
step 34500, training accuracy 0.96
step 34600, training accuracy 0.86
step 34700, training accuracy 0.84
step 34800, training accuracy 0.88
step 34900, training accuracy 0.92
step 35000, training accuracy 0.92
step 35100, training accuracy 0.82
step 35200, training accuracy 0.96
step 35300, training accuracy 0.88
step 35400, training accuracy 0.86
step 35500, training accuracy 0.86
step 35600, training accuracy 0.94
step 35700, training accuracy 0.86
step 35800, training accuracy 0.9
step 35900, training accuracy 0.92
step 36000, training accuracy 0.92
step 36100, training accuracy 0.96
step 36200, training accuracy 0.88
step 36300, training accuracy 0.82
step 36400, training accuracy 0.92
step 36500, training accuracy 0.84
step 36600, training accuracy 0.84
step 36700, training accuracy 0.9
step 36800, training accuracy 0.88
step 36900, training accuracy 0.92
step 37000, training accuracy 0.92
step 37100, training accuracy 0.92
step 37200, training accuracy 0.92
step 37300, training accuracy 0.9
step 37400, training accuracy 0.88
step 37500, training accuracy 0.94
step 37600, training accuracy 0.92
step 37700, training accuracy 0.86
step 37800, training accuracy 0.94
step 37900, training accuracy 0.92
step 38000, training accuracy 0.92
step 38100, training accuracy 0.98
step 38200, training accuracy 0.96
step 38300, training accuracy 0.9
step 38400, training accuracy 0.86
step 38500, training accuracy 0.92
step 38600, training accuracy 0.88
step 38700, training accuracy 0.92
step 38800, training accuracy 0.8
step 38900, training accuracy 0.88
step 39000, training accuracy 0.88
step 39100, training accuracy 0.94
step 39200, training accuracy 0.92
step 39300, training accuracy 0.94
step 39400, training accuracy 0.84
step 39500, training accuracy 0.98
step 39600, training accuracy 0.9
step 39700, training accuracy 0.96
step 39800, training accuracy 0.78
step 39900, training accuracy 0.86
step 40000, training accuracy 0.9
Total accuracy: 0.897911470824
step 40100, training accuracy 0.9
step 40200, training accuracy 0.86
step 40300, training accuracy 0.94
step 40400, training accuracy 0.92
step 40500, training accuracy 0.9
step 40600, training accuracy 0.86
step 40700, training accuracy 0.78
Total accuracy: 0.897847040824
Model saved in file: ./model/model.ckpt
