Extracting data from yann.lecun.com/exdb/mnist/
Extracting MNIST_data/train-images-idx3-ubyte.gz
Extracting MNIST_data/train-labels-idx1-ubyte.gz
Extracting MNIST_data/t10k-images-idx3-ubyte.gz
Extracting MNIST_data/t10k-labels-idx1-ubyte.gz
Data extracted
step 0, training accuracy 0
Total accuracy: 0.00710786404396
step 100, training accuracy 0.36
step 200, training accuracy 0.46
step 300, training accuracy 0.66
step 400, training accuracy 0.56
step 500, training accuracy 0.7
step 600, training accuracy 0.78
step 700, training accuracy 0.8
step 800, training accuracy 0.78
step 900, training accuracy 0.74
step 1000, training accuracy 0.6
step 1100, training accuracy 0.72
step 1200, training accuracy 0.82
step 1300, training accuracy 0.9
step 1400, training accuracy 0.76
step 1500, training accuracy 0.82
step 1600, training accuracy 0.78
step 1700, training accuracy 0.74
step 1800, training accuracy 0.78
step 1900, training accuracy 0.82
step 2000, training accuracy 0.66
step 2100, training accuracy 0.78
step 2200, training accuracy 0.8
step 2300, training accuracy 0.94
step 2400, training accuracy 0.84
step 2500, training accuracy 0.84
step 2600, training accuracy 0.84
step 2700, training accuracy 0.76
step 2800, training accuracy 0.82
step 2900, training accuracy 0.86
step 3000, training accuracy 0.8
step 3100, training accuracy 0.8
step 3200, training accuracy 0.92
step 3300, training accuracy 0.88
step 3400, training accuracy 0.76
step 3500, training accuracy 0.82
step 3600, training accuracy 0.86
step 3700, training accuracy 0.88
step 3800, training accuracy 0.86
step 3900, training accuracy 0.88
step 4000, training accuracy 0.78
step 4100, training accuracy 0.84
step 4200, training accuracy 0.86
step 4300, training accuracy 0.82
step 4400, training accuracy 0.86
step 4500, training accuracy 0.82
step 4600, training accuracy 0.84
step 4700, training accuracy 0.86
step 4800, training accuracy 0.88
step 4900, training accuracy 0.86
step 5000, training accuracy 0.84
step 5100, training accuracy 0.86
step 5200, training accuracy 0.82
step 5300, training accuracy 0.78
step 5400, training accuracy 0.8
step 5500, training accuracy 0.88
step 5600, training accuracy 0.86
step 5700, training accuracy 0.84
step 5800, training accuracy 0.86
step 5900, training accuracy 0.9
step 6000, training accuracy 0.78
step 6100, training accuracy 0.9
step 6200, training accuracy 0.88
step 6300, training accuracy 0.86
step 6400, training accuracy 0.86
step 6500, training accuracy 0.86
step 6600, training accuracy 0.74
step 6700, training accuracy 0.84
step 6800, training accuracy 0.84
step 6900, training accuracy 0.92
step 7000, training accuracy 0.82
step 7100, training accuracy 0.84
step 7200, training accuracy 0.76
step 7300, training accuracy 0.88
step 7400, training accuracy 0.8
step 7500, training accuracy 0.84
step 7600, training accuracy 0.88
step 7700, training accuracy 0.88
step 7800, training accuracy 0.82
step 7900, training accuracy 0.78
step 8000, training accuracy 0.92
step 8100, training accuracy 0.8
step 8200, training accuracy 0.84
step 8300, training accuracy 0.9
step 8400, training accuracy 0.92
step 8500, training accuracy 0.8
step 8600, training accuracy 0.88
step 8700, training accuracy 0.9
step 8800, training accuracy 0.82
step 8900, training accuracy 0.9
step 9000, training accuracy 0.92
step 9100, training accuracy 0.9
step 9200, training accuracy 0.88
step 9300, training accuracy 0.86
step 9400, training accuracy 0.84
step 9500, training accuracy 0.88
step 9600, training accuracy 0.84
step 9700, training accuracy 0.84
step 9800, training accuracy 0.84
step 9900, training accuracy 0.9
step 10000, training accuracy 0.88
Total accuracy: 0.872574121849
step 10100, training accuracy 0.82
step 10200, training accuracy 0.94
step 10300, training accuracy 0.88
step 10400, training accuracy 0.84
step 10500, training accuracy 0.88
step 10600, training accuracy 0.9
step 10700, training accuracy 0.84
step 10800, training accuracy 0.86
step 10900, training accuracy 0.9
step 11000, training accuracy 0.86
step 11100, training accuracy 0.9
step 11200, training accuracy 0.86
step 11300, training accuracy 0.88
step 11400, training accuracy 0.9
step 11500, training accuracy 0.9
step 11600, training accuracy 0.84
step 11700, training accuracy 0.88
step 11800, training accuracy 0.86
step 11900, training accuracy 0.8
step 12000, training accuracy 0.9
step 12100, training accuracy 0.84
step 12200, training accuracy 0.86
step 12300, training accuracy 0.86
step 12400, training accuracy 0.86
step 12500, training accuracy 0.92
step 12600, training accuracy 0.9
step 12700, training accuracy 0.92
step 12800, training accuracy 0.86
step 12900, training accuracy 0.88
step 13000, training accuracy 0.84
step 13100, training accuracy 0.92
step 13200, training accuracy 0.86
step 13300, training accuracy 0.9
step 13400, training accuracy 0.84
step 13500, training accuracy 0.92
step 13600, training accuracy 0.88
step 13700, training accuracy 0.92
step 13800, training accuracy 0.86
step 13900, training accuracy 0.9
step 14000, training accuracy 0.9
step 14100, training accuracy 0.94
step 14200, training accuracy 0.78
step 14300, training accuracy 0.86
step 14400, training accuracy 0.9
step 14500, training accuracy 0.92
step 14600, training accuracy 0.88
step 14700, training accuracy 0.9
step 14800, training accuracy 0.92
step 14900, training accuracy 0.92
step 15000, training accuracy 0.88
step 15100, training accuracy 0.94
step 15200, training accuracy 0.88
step 15300, training accuracy 0.84
step 15400, training accuracy 0.82
step 15500, training accuracy 0.9
step 15600, training accuracy 0.94
step 15700, training accuracy 0.84
step 15800, training accuracy 0.88
step 15900, training accuracy 0.9
step 16000, training accuracy 0.8
step 16100, training accuracy 0.86
step 16200, training accuracy 0.86
step 16300, training accuracy 0.86
step 16400, training accuracy 0.9
step 16500, training accuracy 0.86
step 16600, training accuracy 0.92
step 16700, training accuracy 0.92
step 16800, training accuracy 0.92
step 16900, training accuracy 0.82
step 17000, training accuracy 0.92
step 17100, training accuracy 0.9
step 17200, training accuracy 0.86
step 17300, training accuracy 0.84
step 17400, training accuracy 0.88
step 17500, training accuracy 0.94
step 17600, training accuracy 0.88
step 17700, training accuracy 0.92
step 17800, training accuracy 0.86
step 17900, training accuracy 0.94
step 18000, training accuracy 0.92
step 18100, training accuracy 0.9
step 18200, training accuracy 0.94
step 18300, training accuracy 0.8
step 18400, training accuracy 0.92
step 18500, training accuracy 0.94
step 18600, training accuracy 0.96
step 18700, training accuracy 0.84
step 18800, training accuracy 0.8
step 18900, training accuracy 0.9
step 19000, training accuracy 0.9
step 19100, training accuracy 0.88
step 19200, training accuracy 0.86
step 19300, training accuracy 0.88
step 19400, training accuracy 0.8
step 19500, training accuracy 0.94
step 19600, training accuracy 0.84
step 19700, training accuracy 0.86
step 19800, training accuracy 0.92
step 19900, training accuracy 0.9
step 20000, training accuracy 0.96
Total accuracy: 0.887357106319
step 20100, training accuracy 0.98
step 20200, training accuracy 0.88
step 20300, training accuracy 0.88
step 20400, training accuracy 0.84
step 20500, training accuracy 0.88
step 20600, training accuracy 0.88
step 20700, training accuracy 0.88
step 20800, training accuracy 0.88
step 20900, training accuracy 0.88
step 21000, training accuracy 0.88
step 21100, training accuracy 0.9
step 21200, training accuracy 0.9
step 21300, training accuracy 0.9
step 21400, training accuracy 0.9
step 21500, training accuracy 0.92
step 21600, training accuracy 0.9
step 21700, training accuracy 0.9
step 21800, training accuracy 0.86
step 21900, training accuracy 0.84
step 22000, training accuracy 0.92
step 22100, training accuracy 0.92
step 22200, training accuracy 0.86
step 22300, training accuracy 0.98
step 22400, training accuracy 0.8
step 22500, training accuracy 0.92
step 22600, training accuracy 0.88
step 22700, training accuracy 0.96
step 22800, training accuracy 0.88
step 22900, training accuracy 0.9
step 23000, training accuracy 0.84
step 23100, training accuracy 0.82
step 23200, training accuracy 0.86
step 23300, training accuracy 0.78
step 23400, training accuracy 0.94
step 23500, training accuracy 0.92
step 23600, training accuracy 0.94
step 23700, training accuracy 0.88
step 23800, training accuracy 0.86
step 23900, training accuracy 0.9
step 24000, training accuracy 0.9
step 24100, training accuracy 0.88
step 24200, training accuracy 0.88
step 24300, training accuracy 0.84
step 24400, training accuracy 0.86
step 24500, training accuracy 0.88
step 24600, training accuracy 0.84
step 24700, training accuracy 0.86
step 24800, training accuracy 0.9
